City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,brokopondo,4.75,-55.1667,83.21,70,72,9.98,SR,1699661274
367,victorica,-36.2151,-65.4359,58.51,93,87,4.76,AR,1699661277
368,ferkessedougou,9.6,-5.2,75.7,74,68,5.06,CI,1699661281
369,new norfolk,-42.7826,147.0587,65.91,72,77,8.63,AU,1699661281
370,ivdel',60.6911,60.4206,36.19,91,100,3.0,RU,1699661286
371,isangel,-19.55,169.2667,77.97,62,100,15.46,VU,1699661269
372,qamdo,31.1667,97.2333,26.35,57,86,4.23,CN,1699661115
373,benjamin constant,-4.3831,-70.0311,77.13,94,92,0.58,BR,1699661296
374,kruisfontein,-34.0033,24.7314,61.54,85,4,14.12,ZA,1699661300
375,taunsa,30.7048,70.6505,64.6,67,0,5.93,PK,1699661303
376,key west,24.5557,-81.7826,82.4,85,0,11.5,US,1699660527
377,prado,-17.3411,-39.2208,76.91,84,2,11.74,BR,1699661307
378,zemio,5.0314,25.1361,70.88,95,100,0.94,CF,1699661310
379,praia da vitoria,38.7333,-27.0667,71.85,88,75,26.53,PT,1699661207
380,kuala tungkal,-0.8167,103.4667,77.38,89,83,2.59,ID,1699661316
381,hami,42.8,93.45,35.38,29,33,5.84,CN,1699661318
382,pemangkat,1.1667,108.9667,78.33,85,100,4.52,ID,1699661322
383,crane,31.3974,-102.3501,54.55,54,89,7.29,US,1699661292
384,santa marta de ortigueira,43.6833,-7.85,62.26,45,100,3.0,ES,1699661328
385,haro,42.5763,-2.8476,53.78,91,100,5.53,ES,1699661330
386,sao tome,0.3365,6.7273,78.58,86,99,7.38,ST,1699661334
387,talodi,10.6325,30.3797,77.38,74,71,3.49,SD,1699661338
388,quepos,9.4236,-84.1652,80.6,86,79,0.54,CR,1699661343
389,cabo san lucas,22.8909,-109.9124,83.61,65,20,3.44,MX,1699661055
390,casper,42.8666,-106.3131,43.72,24,0,5.99,US,1699661349
391,saint croix,17.7397,-64.7388,81.05,83,0,8.05,VI,1699661352
392,sinop,41.7711,34.8709,52.81,74,92,10.98,TR,1699661203
393,manastirea,44.2167,26.9,57.02,76,100,8.25,RO,1699661358
394,palmares do sul,-30.2578,-50.5097,67.59,83,100,21.72,BR,1699661360
395,jayapura,-2.5333,140.7,88.99,72,100,5.28,ID,1699661361
396,gorgan,36.8387,54.4348,58.96,88,100,11.5,IR,1699661364
397,andergrove,-21.0833,149.1833,82.65,66,52,10.56,AU,1699661365
398,pozanti,37.4278,34.8717,56.44,70,97,0.92,TR,1699661368
399,lihue,21.9789,-159.3672,83.44,73,75,13.8,US,1699661370
400,egilsstadir,65.2653,-14.3948,23.31,87,48,5.5,IS,1699661374
401,ciudad miguel aleman,26.35,-99.1,60.31,82,100,14.05,MX,1699661378
402,mocorito,25.4833,-107.9167,84.2,42,0,4.81,MX,1699661380
403,paraiso,9.8383,-83.8656,71.96,76,92,2.86,CR,1699661386
404,kyzyl,51.7,94.45,1.02,89,10,1.99,RU,1699661388
405,tayoltita,24.0833,-105.9333,69.44,83,7,3.78,MX,1699661391
406,baissa,7.2333,10.6333,75.58,82,77,2.17,NG,1699661394
407,palmas,-10.2128,-48.3603,86.77,36,65,4.25,BR,1699661396
408,ugoofaaru,5.6667,73.0,81.9,78,55,4.9,MV,1699661399
409,charters towers,-20.1,146.2667,83.23,38,93,10.63,AU,1699661401
410,pimentel,-6.8367,-79.9342,70.09,73,0,19.57,PE,1699661404
411,viveiro,43.6623,-7.5934,62.24,94,100,19.62,ES,1699661406
412,port blair,11.6667,92.75,77.04,94,40,0.0,IN,1699661408
413,st. john's,47.5649,-52.7093,37.27,89,94,5.01,CA,1699661273
414,kolpashevo,58.3131,82.9089,24.12,86,100,8.01,RU,1699661414
415,nemuro,43.3236,145.575,39.09,77,85,23.11,JP,1699661186
416,saint-philippe,-21.3585,55.7679,72.99,83,61,1.45,RE,1699661254
417,flying fish cove,-10.4217,105.6791,80.28,73,75,9.22,CX,1699661417
418,xilin hot,43.9667,116.0333,0.43,92,5,3.71,CN,1699661418
419,pionerskiy,54.9508,20.2275,48.15,87,98,8.66,RU,1699661419
420,san rafael,-34.6177,-68.3301,60.31,77,82,12.84,AR,1699661233
421,alta,69.9689,23.2717,36.66,75,75,13.8,NO,1699661422
422,hobyo,5.3505,48.5268,76.23,91,100,11.81,SO,1699661126
423,necochea,-38.5473,-58.7368,54.1,90,100,8.14,AR,1699661426
424,oamaru,-45.0784,170.9801,60.93,68,0,11.68,NZ,1699661427
425,ad dabbah,18.05,30.95,81.77,31,2,4.74,SD,1699661430
426,praya,14.9215,-23.5087,76.59,71,50,11.86,CV,1699661394
427,fuchucho,34.5667,133.2333,58.5,66,72,6.76,JP,1699661436
428,tura,25.5198,90.2201,62.85,92,0,3.85,IN,1699661160
429,fortuna,40.5982,-124.1573,55.92,90,100,9.22,US,1699661284
430,prainha,-1.8,-53.48,86.81,54,19,8.21,BR,1699661340
431,erenhot,43.6475,111.9767,13.78,49,0,6.58,CN,1699661448
432,labuan,5.2767,115.2417,81.39,78,91,9.17,MY,1699661451
433,bubaque,11.2833,-15.8333,83.97,55,92,10.8,GW,1699661454
434,baotou,40.6522,109.8222,20.14,27,27,10.11,CN,1699661458
435,uzhur,55.3036,89.8339,25.47,88,68,5.44,RU,1699661461
436,nuku'alofa,-21.1333,-175.2,72.99,84,98,30.47,TO,1699661464
437,khanty-mansiysk,61.0042,69.0019,28.51,100,75,4.47,RU,1699661466
438,mulayjah,27.271,48.4242,74.21,72,83,2.35,SA,1699661468
439,nkhotakota,-12.9274,34.2961,76.95,76,81,16.73,MW,1699661424
440,laascaanood,8.4774,47.3597,73.22,73,100,9.37,SO,1699661474
441,kondopoga,62.2057,34.2614,40.69,97,100,4.74,RU,1699661477
442,trinidad,-14.8333,-64.9,90.1,36,51,4.7,BO,1699661478
443,machico,32.7,-16.7667,70.43,83,40,6.91,PT,1699661481
444,soio,-6.1349,12.3689,78.31,86,100,8.66,AO,1699661484
445,salaqi,40.5414,110.5108,20.48,37,20,4.09,CN,1699661487
446,mohr,54.3528,9.7167,45.14,95,97,6.91,DE,1699661490
447,holualoa,19.6228,-155.9522,79.77,71,40,10.36,US,1699661493
448,mejit,10.2753,170.8646,81.82,84,100,19.39,MH,1699661496
449,puerto colombia,10.9878,-74.9547,86.09,81,100,6.55,CO,1699661498
450,taman',45.2117,36.7161,54.43,67,90,15.17,RU,1699661502
451,gaigeturi,33.4644,126.3183,49.95,67,93,19.15,KR,1699661505
452,san patricio,28.017,-97.5169,61.84,90,100,9.64,US,1699661506
453,kiliya,45.4552,29.2637,57.04,82,100,10.45,UA,1699661508
454,tir pul,34.5943,61.269,54.66,35,9,1.34,AF,1699661509
455,marang,5.2056,103.2059,77.67,89,100,5.3,MY,1699661510
456,carlos chagas,-17.7031,-40.7664,76.32,63,4,10.83,BR,1699661301
457,waingapu,-9.6567,120.2641,84.33,65,48,3.4,ID,1699661511
458,abalak,58.1286,68.5944,36.36,72,100,4.92,RU,1699661514
459,plettenberg bay,-34.0527,23.3716,62.15,89,25,11.61,ZA,1699661245
460,pacasmayo,-7.4006,-79.5714,67.44,79,8,12.39,PE,1699661520
461,amungan,15.3652,119.9582,83.26,67,83,1.52,PH,1699661523
462,al hudaydah,14.7978,42.9545,81.79,69,64,12.44,YE,1699661527
463,tommot,58.9564,126.2925,6.21,95,100,4.94,RU,1699661529
464,pong nam ron,12.9058,102.2623,74.08,96,86,1.86,TH,1699661533
465,rikaze,29.25,88.8833,28.02,72,0,2.64,CN,1699661534
466,katsuura,35.1333,140.3,58.87,71,90,20.58,JP,1699661536
467,barra do corda,-5.5,-45.25,83.64,45,4,1.77,BR,1699661539
468,altamont,42.2068,-121.7372,51.78,50,0,10.36,US,1699661369
469,al qadarif,14.0349,35.3834,75.69,58,7,6.06,SD,1699661542
470,santyoku,37.4406,129.1708,46.26,61,94,6.33,KR,1699661544
471,queenstown,-31.8976,26.8753,65.41,39,60,3.06,ZA,1699661546
472,letlhakeng,-24.0944,25.0298,73.92,48,6,10.87,BW,1699661549
473,klaksvik,62.2266,-6.589,40.12,76,50,17.43,FO,1699661349
474,dalcahue,-42.3628,-73.7022,50.2,76,100,25.32,CL,1699661554
475,laojunmiao,39.8333,97.7333,21.94,40,0,7.27,CN,1699661557
476,bontang,0.1333,117.5,81.0,79,76,4.38,ID,1699661560
477,cerkes,40.8116,32.8936,47.14,84,82,7.23,TR,1699661562
478,zarghun shahr,32.8473,68.4457,36.95,47,0,0.94,AF,1699661564
479,nar'yan-mar,67.6713,53.087,16.11,93,76,7.0,RU,1699661567
480,lazaro cardenas,17.9583,-102.2,81.19,81,10,3.65,MX,1699661361
481,woodward,36.4337,-99.3904,52.83,39,75,5.75,US,1699661574
482,cruzeiro do sul,-29.5128,-51.9853,77.07,80,100,2.62,BR,1699661535
483,tadine,-21.55,167.8833,75.42,63,85,18.12,NC,1699661579
484,gabrovo,42.8747,25.3342,44.82,84,54,5.57,BG,1699661581
485,andalusia,31.3085,-86.4833,67.55,92,100,4.61,US,1699661327
486,pandan,14.0453,124.1694,81.91,85,100,6.53,PH,1699661586
487,hotan,37.0997,79.9269,41.67,40,0,3.38,CN,1699661588
488,darwin,-12.4611,130.8418,87.94,70,75,8.99,AU,1699661591
489,kharp,66.8014,65.8081,14.23,89,73,5.21,RU,1699661599
490,sarkand,45.41,79.9186,38.32,75,57,4.43,KZ,1699661602
491,natal,-5.795,-35.2094,78.3,70,40,11.03,BR,1699661604
492,amursk,50.2261,136.8994,21.97,75,100,2.26,RU,1699661446
493,berezovyy,51.6667,135.7,18.61,74,88,1.16,RU,1699661611
494,corner brook,48.9667,-57.9484,32.16,98,100,6.31,CA,1699661613
495,cold lake,54.4502,-110.2017,30.15,86,75,8.05,CA,1699661616
496,kenora,49.8167,-94.4337,29.37,80,100,3.44,CA,1699661620
497,tual,-5.6667,132.75,82.04,78,58,9.55,ID,1699661623
498,lenger,42.183,69.8839,36.84,21,93,3.87,KZ,1699661626
499,general conesa,-40.1,-64.4333,65.35,74,100,27.78,AR,1699661627
500,garachico,28.7781,-17.7646,66.31,78,75,9.22,ES,1699661629
501,mollendo,-17.0231,-72.0147,66.38,93,100,6.02,PE,1699661631
502,zapolyarnyy,69.4154,30.8136,16.88,98,80,4.88,RU,1699661634
503,bushehr,28.9684,50.8385,77.27,63,75,6.51,IR,1699661637
504,vallenar,-28.5708,-70.7581,66.72,49,0,3.98,CL,1699661639
505,churapcha,62.0025,132.4325,-25.08,100,49,2.24,RU,1699661642
506,nieuw amsterdam,5.8833,-55.0833,84.15,81,55,12.95,SR,1699661535
507,lobujya,27.95,86.8167,9.79,24,0,2.66,NP,1699661647
508,island harbour,50.724,-1.2758,44.98,91,3,3.0,GB,1699661650
509,grand-bassam,5.2118,-3.7388,82.36,87,45,8.32,CI,1699661653
510,kisangani,0.5167,25.2,68.77,97,95,0.85,CD,1699661657
511,kolyvan',55.3053,82.7391,33.42,97,100,6.62,RU,1699661660
512,mongo,12.1844,18.693,83.43,26,82,4.5,TD,1699661663
513,monticello,45.3055,-93.7941,38.08,75,100,4.61,US,1699661667
514,piti village,13.4626,144.6933,86.05,84,100,18.43,GU,1699661671
515,kiranur,10.5699,78.7868,76.71,89,98,10.16,IN,1699661673
516,ratnagiri,16.9833,73.3,79.41,73,87,5.32,IN,1699661674
517,potsdam,52.3989,13.0657,45.28,85,35,5.55,DE,1699661407
518,maceio,-9.6658,-35.7353,74.64,94,20,4.61,BR,1699661678
519,qarazhal,48.0078,70.7903,38.98,80,86,9.42,KZ,1699661681
520,rongelap,11.1635,166.8941,81.72,81,100,20.38,MH,1699661683
521,mek'ele,13.4967,39.4753,58.53,76,84,8.59,ET,1699661687
522,arkhangel'sk,64.5401,40.5433,33.13,98,100,6.98,RU,1699661691
523,durango,24.8333,-104.8333,68.14,42,84,3.69,MX,1699661655
524,polyarnyy,69.1989,33.4478,17.01,94,26,7.29,RU,1699661701
525,upington,-28.4478,21.2561,80.98,17,0,8.05,ZA,1699661706
526,portage la prairie,49.9728,-98.2926,28.49,93,100,5.75,CA,1699661653
527,kirensk,57.7853,108.1119,12.96,70,87,4.0,RU,1699661713
528,berber,18.0216,33.983,82.04,52,35,11.18,SD,1699661429
529,salina cruz,16.1667,-95.2,85.3,63,52,14.74,MX,1699661717
530,mariehamn,60.0973,19.9348,44.82,93,75,2.3,AX,1699661719
531,goz beida,13.95,20.55,79.45,20,62,6.82,TD,1699661722
532,raychikhinsk,49.7838,129.4121,2.53,91,21,6.62,RU,1699661725
533,bogale,16.2833,95.4,75.34,96,98,5.73,MM,1699661728
534,masuguru,-11.3667,38.4167,78.91,72,81,5.26,TZ,1699661731
535,masterton,-40.9597,175.6575,59.88,32,4,2.42,NZ,1699661580
536,lorengau,-2.0226,147.2712,83.25,79,98,9.37,PG,1699661736
537,brookings,44.3114,-96.7984,35.6,77,100,4.61,US,1699661714
538,murashi,59.3999,48.9615,28.02,88,54,6.67,RU,1699661741
539,huruta,8.15,39.35,55.94,70,33,6.13,ET,1699661744
540,hastings,50.8552,0.5729,43.29,83,4,12.41,GB,1699661606
541,seeb,23.6703,58.1891,73.49,78,8,2.3,OM,1699661753
542,pachperwa,27.5167,82.65,64.89,67,11,1.92,IN,1699661757
543,timimoun,29.2639,0.231,64.78,42,0,10.36,DZ,1699661761
544,navolato,24.7672,-107.6944,84.38,62,0,9.42,MX,1699661765
545,midvagur,62.0511,-7.1939,40.03,81,55,8.05,FO,1699661767
546,bozoum,6.3193,16.3799,69.91,90,88,2.59,CF,1699661769
547,ilhabela,-23.7781,-45.3581,72.63,93,93,4.09,BR,1699661701
548,llanes,43.4198,-4.7549,57.04,92,100,4.03,ES,1699661774
549,howrah,22.5892,88.3103,71.6,78,40,3.44,IN,1699661778
550,key largo,25.0865,-80.4473,80.98,84,8,8.3,US,1699661781
551,fort st. john,56.2499,-120.8529,35.49,64,75,11.5,CA,1699661633
552,visby,57.6409,18.296,40.82,100,42,6.91,SE,1699661786
553,whakatane,-37.9585,176.9854,71.89,59,0,5.99,NZ,1699661789
